card_id,reason_class,sb_foul_linked,source_url,source_tier,note
2014-001-207809,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383303,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-001-207815,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383303,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-001-207818,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383303,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-001-207822,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383303,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-002-207828,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383302,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-002-207834,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383302,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-003-207839,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383301,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-003-207841,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383301,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-003-207851,dissent,not_available,https://www.theguardian.com/football/2014/jun/13/spain-v-holland-world-cup-2014-live-report,3_established_mbm,The Guardian says Casillas was cautioned after protesting a rejected free-kick claim.
2014-003-207852,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383301,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-004-207864,unknown,not_available,https://www.theguardian.com/football/2014/jun/14/australia-v-chile-world-cup-2014-live-report,3_established_mbm,The Guardian records Cahill's caution but says the reason was unclear; ESPN also gives no conduct.
2014-004-207867,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383300,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-004-207870,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383300,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-004-207877,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383300,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-005-207888,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383299,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-005-207889,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383299,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-005-207890,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383299,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-006-207942,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383297,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-006-207945,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383297,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-006-207946,unknown,not_available,https://www.theguardian.com/football/2014/jun/15/ivory-coast-v-japan-world-cup-2014-live-report,3_established_mbm,"The checked Guardian sequence does not attribute conduct to Zokora's caution, and ESPN only records the card."
2014-006-207949,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383297,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-007-207906,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383298,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-007-207908,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383298,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-007-207918,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383298,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-007-207924,foul_play,not_available,https://www.theguardian.com/football/2014/jun/14/uruguay-v-costa-rica-world-cup-2014-live-report,3_established_mbm,The Guardian reports Pereira swinging a leg into Campbell's shin during play.
2014-008-207940,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383296,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-009-207964,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383295,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-009-207971,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383295,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-010-207982,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383294,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-010-207983,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/15/france-v-honduras-world-cup-2014-live,3_established_mbm,"The Guardian attributes Palacios's caution to mutual kicking during a confrontation with Pogba, not a challenge for the ball."
2014-010-207984,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/15/france-v-honduras-world-cup-2014-live,3_established_mbm,"The Guardian attributes Pogba's caution to mutual kicking during a confrontation with Palacios, not a challenge for the ball."
2014-010-207985,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383294,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-010-207988,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383294,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-010-207994,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383294,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-010-208004,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383294,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-011-208006,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383293,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-011-208011,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383293,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-012-208058,foul_play,not_available,https://www.theguardian.com/football/2014/jun/16/iran-v-nigeria-world-cup-2014-live,3_established_mbm,The Guardian reports that Teymourian brought Odemwingie down.
2014-013-208032,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383292,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-013-208037,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/16/germany-v-portugal-world-cup-2014-live,3_established_mbm,"The Guardian describes Pepe's violent-conduct incident with Müller after the challenge, away from a contest for the ball."
2014-014-208064,foul_play,not_available,https://www.theguardian.com/football/2014/jun/16/ghana-v-usa-world-cup-2014-live,3_established_mbm,The Guardian reports that Rabiu collided heavily with Beckerman in an aerial challenge.
2014-014-208077,foul_play,not_available,https://www.theguardian.com/football/2014/jun/16/ghana-v-usa-world-cup-2014-live,3_established_mbm,The Guardian reports that Muntari swung at Dempsey and a United States free kick was awarded.
2014-015-208084,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383289,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-015-208086,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383289,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-016-208117,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383287,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-016-208118,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383287,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-016-208119,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383287,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-016-208134,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383287,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-017-208101,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383288,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-017-208104,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383288,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-017-208105,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383288,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-017-208112,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383288,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-018-208174,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/18/cameroon-v-croatia-world-cup-2014-live,3_established_mbm,The Guardian reports that Song ran behind Mandžukić and elbowed him away from a challenge for the ball.
2014-018-208190,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383285,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-019-208157,foul_play,not_available,https://www.theguardian.com/football/2014/jun/18/spain-v-chile-world-cup-2014-live,3_established_mbm,The Guardian attributes Vidal's caution to a tackle.
2014-019-208158,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383284,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-019-208162,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383284,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-020-208139,foul_play,not_available,https://www.theguardian.com/football/2014/jun/18/australia-v-holland-world-cup-2014-live,3_established_mbm,The Guardian attributes Cahill's caution to a forceful tackle.
2014-020-208142,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383286,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-021-208199,foul_play,not_available,https://www.theguardian.com/football/2014/jun/19/colombia-v-ivory-coast-world-cup-2014-live-report,3_established_mbm,The Guardian reports that Zokora took Cuadrado down from behind.
2014-021-208213,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383283,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-022-208231,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383281,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-022-208232,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383281,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-022-208235,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383281,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-022-208241,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383281,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-022-208246,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383281,3_established_mbm,ESPN's play-by-play attributes the card to a handling offence.
2014-023-208214,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383282,3_established_mbm,ESPN's play-by-play attributes the card to a handling offence.
2014-023-208220,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383282,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-024-208258,foul_play,not_available,https://www.theguardian.com/football/2014/jun/20/italy-v-costa-rica-world-cup-2014-live-england,3_established_mbm,The Guardian reports that Balotelli pushed a defender during an attacking phase.
2014-024-208261,time_wasting,not_available,https://www.theguardian.com/football/2014/jun/20/italy-v-costa-rica-world-cup-2014-live-england,3_established_mbm,The Guardian says Cubero prevented Italy from taking a quick free kick.
2014-025-208287,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383279,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-026-208288,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383278,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-026-208291,dissent,not_available,https://www.theguardian.com/football/2014/jun/20/honduras-v-ecuador-world-cup-2014-live-report,3_established_mbm,The Guardian says Bengtson was cautioned for complaining after his handled goal was disallowed.
2014-026-208294,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383278,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-026-208298,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/20/honduras-v-ecuador-world-cup-2014-live-report,3_established_mbm,The Guardian says Valencia petulantly kicked the ball away after a decision but does not link the act to delaying a restart.
2014-026-208299,unknown,not_available,https://www.theguardian.com/football/2014/jun/20/honduras-v-ecuador-world-cup-2014-live-report,3_established_mbm,The Guardian records Montero upending Costly and a subsequent confrontation but does not identify which act produced Montero's caution; ESPN is also generic.
2014-027-208317,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383277,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-027-208318,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383277,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-028-208350,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383276,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-028-208362,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383276,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-029-208349,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383275,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-030-208415,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383273,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-031-208370,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383272,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-031-208371,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383272,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-031-208376,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383272,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-032-208388,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383274,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-032-208394,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383274,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-032-208395,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383274,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-033-208468,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383269,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-033-208483,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383269,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-033-208484,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383269,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-034-208488,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383268,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-034-208489,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383268,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-034-208494,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383268,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-034-208507,foul_play,not_available,https://www.theguardian.com/football/2014/jun/23/croatia-v-mexico-world-cup-2014-live-report,3_established_mbm,The Guardian reports a shin-high lunge by Rebić.
2014-035-208452,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383270,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-035-208461,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383270,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-035-208462,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383270,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-036-208429,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383271,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
